invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-50284400003,2022-08-12,2703,HY-VEE FAST AND FRESH / CLIVE,11925 UNIVERSITY AVE,CLIVE,50325.0,POINT(-93.781976 41.600514),,POLK,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,9.95,14.93,2,29.86,0.1,0.02
INV-21455700005,2019-08-23,5221,GASLAND EXPRESS / CORYDON,"214, W JEFFERSON ST",CORYDON,50060,POINT(-93.320052 40.757173),93,WAYNE,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,7.35,11.03,2,22.06,0.1,0.02
INV-55118200019,2023-01-20,2560,HY-VEE FOOD STORE (1396) / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302.0,POINT(-91.57211 42.03599),,LINN,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,9.95,14.93,2,29.86,0.1,0.02
INV-43326100123,2021-12-28,2603,HY-VEE WINE AND SPIRITS / BETTENDORF,2890 DEVILS GLEN ROAD,BETTENDORF,52722.0,POINT(-90.483753 41.552389),82,SCOTT,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,7.35,11.03,2,22.06,0.1,0.02
INV-37842400051,2021-06-25,2562,HY-VEE FOOD STORE / FORT DODGE,115 SOUTH 29TH ST,FORT DODGE,50501.0,POINT(-94.158247 42.504742),94,WEBSTER,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,7.35,11.03,2,22.06,0.1,0.02
INV-53217500002,2022-11-21,4748,WALGREENS #06186 / DAVENPORT,4011 E 53RD ST,DAVENPORT,52807.0,POINT(-90.51436 41.57484),,SCOTT,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,9.95,14.93,2,29.86,0.1,0.02
INV-21442100025,2019-08-23,5333,FAREWAY STORES #166/ ANAMOSA,402 E MAIN,ANAMOSA,52205,POINT(-91.281344 42.108275),53,JONES,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,7.35,11.03,2,22.06,0.1,0.02
INV-37771200012,2021-06-24,2522,HY-VEE WINE AND SPIRITS / SPIRIT LAKE,HWY 9 & 71,SPIRIT LAKE,51360.0,,30,DICKINSON,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,7.35,11.03,2,22.06,0.1,0.02
INV-38409600097,2021-07-16,2613,HY-VEE FOOD STORE #1 / COUNCIL BLUFFS,2323 W BROADWAY,COUNCIL BLUFFS,51501.0,POINT(-95.879662 41.261925),78,POTTAWATTAMIE,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,7.35,11.03,2,22.06,0.1,0.02
INV-57516900003,2023-04-13,2248,INGERSOLL LIQUOR AND BEVERAGE,3500 INGERSOLL AVE,DES MOINES,50312.0,POINT(-93.66463198 41.5859379950001),,POLK,1012100.0,CANADIAN WHISKIES,260.0,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,9.95,14.93,2,29.86,0.1,0.02
INV-21569100017,2019-08-29,4379,KUM & GO #2091 / ASHWORTH / WDM,5969 ASHWORTH RD,WEST DES MOINES,50266,POINT(-93.790021 41.584385),77,POLK,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,7.35,11.03,2,22.06,0.1,0.02
INV-20997000030,2019-08-02,4377,QUIK TRIP #562 / NE 14TH / DSM,4801 NE 14TH ST,DES MOINES,50313,POINT(-93.600266 41.648602),77,POLK,1012100.0,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,7.35,11.03,2,22.06,0.1,0.02
INV-22064300001,2019-09-23,2670,HY-VEE FOOD STORE / CORALVILLE,2004 8TH  ST,CORALVILLE,52241,POINT(-91.591868 41.682337),52,JOHNSON,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11771,BLACK VELVET MINI,10,50,6.8,10.2,2,20.4,0.1,0.02
INV-32005500071,2020-11-17,4000,FOOD LAND SUPER MARKETS,62 5TH ST,WOODBINE,51579.0,POINT(-95.702814 41.737038),43,HARRISON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-45252800013,2022-07-26,5181,CASEY'S GENERAL STORE #3434  /  DENV,"1101, JEFFERSON ST",DENVER,50622.0,,,BREMER,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-31628500053,2020-11-03,4185,FAREWAY STORES #737 / GRINNELL,727 WEST ST,GRINNELL,50112.0,POINT(-92.727347 41.741352),79,POWESHIEK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-31786000037,2020-11-09,4162,FAREWAY STORES #963 / CEDAR RAPIDS,4220  16TH AVE SW,CEDAR RAPIDS,52404.0,POINT(-91.726726 41.963791),57,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-23940300048,2019-12-16,4158,FAREWAY STORES #409 / CARROLL,709 MONTEREY DR,CARROLL,51401.0,POINT(-94.850616 42.065252),14,CARROLL,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,10,50,6.8,10.2,2,20.4,0.1,0.02
INV-46739000007,2022-04-21,5536,THE FILLING STATION / AMES,2400 UNIVERSITY BLVD,AMES,50010,POINT(-93.639359 42.000804),85,STORY,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-59617900003,2023-06-21,4810,KUM & GO #518 / ANKENY,3603 NE OTTERVIEW CIRCLE,ANKENY,50021.0,POINT(-93.571659994 41.761599007),,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.87,13.31,2,26.62,0.1,0.02
INV-31960200040,2020-11-16,4068,SA PETRO MART,136  1ST ST,WEST DES MOINES,50265.0,POINT(-93.703344 41.570743),77,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-33340200003,2021-01-11,4518,CASEY'S GENERAL STORE #2824 / WDM,6630 MILLS CIVIC PARKWAY,WEST DES MOINES,50266.0,POINT(-93.799283 41.561791),77,POLK,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-62564300007,2023-09-22,5758,CASEY'S GENERAL STORE #51 / HUMBOLDT,907 13TH ST N,HUMBOLDT,50548,POINT(-94.22643298 42.731316012),,HUMBOLDT,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.87,13.31,2,26.62,0.1,0.02
INV-32065400004,2020-11-18,4239,FAREWAY STORES #850 / SPIRIT LAKE,1906 KEOKUK,SPIRIT LAKE,51360.0,POINT(-95.106219 43.42157),30,DICKINSON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-48038300014,2022-06-04,4299,HOMETOWN MARKET / CENTRAL CITY,9 WATERHOUSE AVE,CENTRAL CITY,52214,POINT(-91.530478 42.199296),57,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-27276400009,2020-05-15,5081,CASEY'S GENERAL STORE #3035 / ATLANT,701 POPLAR ST,ATLANTIC,50022.0,POINT(-95.014425 41.403737),15,CASS,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-63004700002,2023-10-06,5625,OASIS / DES MOINES,5120 NE 14TH ST,DES MOINES,50313.0,POINT(-93.601114002 41.652869001),,POLK,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.87,13.31,2,26.62,0.1,0.02
INV-51056000039,2022-09-08,4696,QUIK TRIP #517 / WEST DES MOINES,1451 22ND ST,WEST DES MOINES,50266.0,POINT(-93.735967 41.59527),,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-39096900018,2021-08-10,4355,KUM & GO #124 / STORY CITY,1554 BROAD ST,STORY CITY,50248.0,POINT(-93.57573 42.187733),85,STORY,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-27199200005,2020-05-12,5277,CUBBY'S ONAWA,2715 IOWA AVE,ONAWA,51040.0,POINT(-96.126534 42.026608),67,MONONA,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-25021900051,2020-02-04,5086,"CENTRAL MART I, LLC.","2501, FLOYD BLVD",SIOUX CITY,51106,POINT(-96.385071 42.515989),97,WOODBURY,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,10,50,6.8,10.2,2,20.4,0.1,0.02
INV-40480400014,2021-09-28,5181,CASEY'S GENERAL STORE #3434  /  DENV,"1101, JEFFERSON ST",DENVER,50622.0,,9,BREMER,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-27341500082,2020-05-19,4185,FAREWAY STORES #737 / GRINNELL,727 WEST ST,GRINNELL,50112.0,POINT(-92.727347 41.741352),79,POWESHIEK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-56641700010,2023-03-13,2709,HY-VEE FAST AND FRESH - DUBUQUE,2435 NW ARTERIAL,DUBUQUE,52002.0,POINT(-90.7426 42.51728),,DUBUQUE,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.87,13.31,2,26.62,0.1,0.02
INV-30073900023,2020-09-09,4560,CASEY'S GENERAL STORE #2914 / HARLAN,"1006, CHATBURN AVE",HARLAN,51537.0,POINT(-95.322969 41.645404),83,SHELBY,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-24312700022,2020-01-02,5465,KUM & GO #1215 / AMES,4506 LINCOLN WAY,AMES,50010.0,,85,STORY,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,10,50,6.8,10.2,2,20.4,0.1,0.02
INV-26458300023,2020-04-10,4169,SUPER QUICK 2 / HUBBELL,1824 HUBBELL AVE,DES MOINES,50317.0,,77,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,10,50,6.8,10.2,2,20.4,0.1,0.02
INV-31585800004,2020-11-02,5739,CASEY'S GENERAL STORE #1455,27470 HWY 65 SOUTH,HUBBARD,50122,POINT(-93.30968 42.303759),42,HARDIN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-51411800007,2022-09-21,5590,CASEY'S GENERAL STORE #1941 / ANKENY,1010 SE ORALABOR RD,ANKENY,50021.0,POINT(-93.581787 41.702885),,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-59771600005,2023-06-27,5396,CASEY'S GENERAL STORE # 3512/ INDIANOLA,301 E TRAILRIDGE AVE,INDIANOLA,50125.0,POINT(-93.557612008 41.383786021),,WARREN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.87,13.31,2,26.62,0.1,0.02
INV-42895200008,2021-12-14,6239,LARCHWOOD QUICK STOP / LARCHWOOD,832 BROADWAY STREET,LARCHWOOD,51241.0,POINT(-96.43415 43.45255),60,LYON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-48822100007,2022-06-30,4601,KUM & GO #4110 / GUTHRIE DM,2110 GUTHRIE AVE,DES MOINES,50317.0,POINT(-93.578684 41.615078),77,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-52982800002,2022-11-11,5831,CASEY'S GENERAL STORE #1828 / WEBSTER CITY,1300 2ND ST,WEBSTER CITY,50595.0,POINT(-93.83579 42.46955),,HAMILTON,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-43140500033,2021-12-21,5153,OAK STREET STATION LLC,2403 US HWY 18,INWOOD,51240.0,,60,LYON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-42355000017,2021-11-26,5536,THE FILLING STATION / AMES,2400 UNIVERSITY BLVD,AMES,50010.0,POINT(-93.639358 42.000718),85,STORY,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-30898700055,2020-10-09,5236,"GIGGLE JUICE LIQUOR STATION, LLC",600 W MAIN ST,ANAMOSA,52205.0,POINT(-91.290834 42.108203),53,JONES,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-43881900024,2022-01-18,3565,HARTIG DRUG STORE #10 / IOWA CITY,701 MORMON TREK BLVD,IOWA CITY,52246.0,POINT(-91.574025 41.651984),52,JOHNSON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-30056500143,2020-09-09,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263.0,POINT(-93.854477 41.615059),25,DALLAS,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-32397500056,2020-12-03,5501,QUIK TRIP #530 / EUCLID,1424 E EUCLID AVE,DES MOINES,50313.0,,77,POLK,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-58186000003,2023-05-05,4299,HOMETOWN MARKET / CENTRAL CITY,9 WATERHOUSE AVE,CENTRAL CITY,52214.0,POINT(-91.531219478 42.199214361),,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.87,13.31,2,26.62,0.1,0.02
INV-52168900004,2022-10-17,3841,HARTIG DRUG COMPANY #2 / LOCUST,157 LOCUST ST,DUBUQUE,52001,POINT(-90.66545 42.4953),,DUBUQUE,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-45714800074,2022-03-18,4180,SMOKIN' JOE'S #10 TOBACCO AND LIQUOR OUTLET,480 7TH AVE,MARION,52302.0,POINT(-91.605094 42.033366),57,LINN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-34827700013,2021-03-08,4635,KWIK SHOP #563 / CEDAR RAPIDS,1001 1ST AVE SW,CEDAR RAPIDS,52405.0,POINT(-91.684707 41.972397),57,LINN,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-34131800002,2021-02-08,4861,THE STATION / CEDAR RAPIDS,3645 STONE CREEK CIRCLE SW,CEDAR RAPIDS,52404.0,POINT(-91.747514 41.943626),57,LINN,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-52310600053,2022-10-21,5625,OASIS / DES MOINES,5120 NE 14TH ST,DES MOINES,50313,POINT(-93.60054 41.653002),,POLK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-44609400046,2022-02-10,6147,BANI'S / CEDAR FALLS,2128 COLLEGE ST,CEDAR FALLS,50613.0,POINT(-92.455801 42.518019),7,BLACK HAWK,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-23377800011,2019-11-21,5649,THE DEPOT TIFFIN,221 W MARENGO RD,TIFFIN,52340.0,POINT(-91.665196 41.707121),52,JOHNSON,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,10,50,6.8,10.2,2,20.4,0.1,0.02
INV-36664600002,2021-05-14,4775,CASEY'S GENERAL STORE #37 / DAKOTA CITY,"502, MAIN",DAKOTA CITY,50529.0,POINT(-94.200785 42.721419),46,HUMBOLDT,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-24777600004,2020-01-24,4897,GASLAND #102 / BURLINGTON,1703 MT PLEASANT ST,BURLINGTON,52601.0,POINT(-91.121931 40.819885),29,DES MOINES,1012100.0,CANADIAN WHISKIES,259.0,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,10,50,6.8,10.2,2,20.4,0.1,0.02
INV-50094700020,2022-08-05,5229,CASEY'S GENERAL STORE #3422 / NORWAL,"500, NORTH AVE",NORWALK,50211.0,POINT(-93.683881 41.475416),,WARREN,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-25160100031,2020-02-11,4000,FOODLAND SUPER MARKETS / WOODBINE,62 5TH ST,WOODBINE,51579,POINT(-95.702814 41.737038),43,HARRISON,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,10,50,6.8,10.2,2,20.4,0.1,0.02
INV-48647000021,2022-06-24,4792,CASEY'S GENERAL STORE #2899 / DE SOTO,1100 GREENE ST,DE SOTO,50069.0,POINT(-93.8834 42.066915),25,DALLAS,1012100.0,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,8,50,8.5,12.75,2,25.5,0.1,0.02
INV-21679200021,2019-09-04,4456,KUM & GO #53 / IOWA CITY,955 MORMAN TREK BLVD,IOWA CITY,52246,POINT(-91.574075 41.649946),52,JOHNSON,1012100.0,CANADIAN WHISKIES,115,CONSTELLATION BRANDS INC,11771,BLACK VELVET MINI,10,50,6.8,10.2,2,20.4,0.1,0.02
INV-38291600045,2021-07-13,3932,MAIN STREET SPIRITS / MAPLETON,311 MAIN ST,MAPLETON,51034.0,POINT(-95.79375 42.165915),67,MONONA,1012100.0,CANADIAN WHISKIES,421.0,SAZERAC COMPANY  INC,12871,RICH & RARE PEACH MINI,10,50,5.16,7.74,2,15.48,0.1,0.02
INV-43061500009,2021-12-20,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,POINT(-93.808855 41.598515),77,POLK,1012100.0,CANADIAN WHISKIES,380,PHILLIPS BEVERAGE,14492,REVEL STOKE ROASTED PECAN MINI,12,50,4.6,6.9,2,13.8,0.1,0.02
INV-31810700008,2020-11-10,5924,RUSH STOP / CHARLES CITY,609 S MAIN ST,CHARLES CITY,50616.0,POINT(-92.682538 43.061014),34,FLOYD,1012100.0,CANADIAN WHISKIES,380,PHILLIPS BEVERAGE,14498,REVEL STOKE SMOKED VANILLA MINI,1,50,29.34,44.01,2,88.02,0.1,0.02
INV-22869300003,2019-10-29,5577,RUSH STOP,609 S MAIN ST,CHARLES CITY,50616.0,POINT(-92.682538 43.061014),34,FLOYD,1012100.0,CANADIAN WHISKIES,380.0,PHILLIPS BEVERAGE,14498,REVEL STOKE SMOKED VANILLA MINI,1,50,29.34,44.01,2,88.02,0.1,0.02
INV-29076300019,2020-07-29,2500,HY-VEE FOOD STORE #1 / AMES,3800 W LINCOLN WAY,AMES,50010.0,,85,STORY,1012100.0,CANADIAN WHISKIES,380,PHILLIPS BEVERAGE,14518,REVEL STOKE PEANUT BUTTER WHISKY MINI,12,50,4.6,6.9,2,13.8,0.1,0.02
INV-27800800039,2020-06-08,5399,CASEY'S GENERAL STORE # 1876/MANLY,505 HWY 65 S,MANLY,50456.0,POINT(-93.210905 43.283246),98,WORTH,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,2,29.7,0.1,0.02
INV-26663400055,2020-04-20,4068,SA PETRO MART,136  1ST ST,WEST DES MOINES,50265.0,POINT(-93.703344 41.570743),77,POLK,1012400.0,IRISH WHISKIES,370,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,2,29.7,0.1,0.02
INV-32974100004,2020-12-23,2720,HY-VEE GAS #3 / WDM,7280 UNIVERSITY AVE,WEST DES MOINES,50266.0,POINT(-93.807443 41.600395),25,DALLAS,1012400.0,IRISH WHISKIES,370.0,PERNOD RICARD USA,15621,JAMESON MINI,12,50,9.9,14.85,2,29.7,0.1,0.02
INV-63719400005,2023-10-27,5910,ELDRIDGE MART,209 E. LE CLAIRE RD,ELDRIDGE,52748.0,POINT(-90.581520978 41.654283992),,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,260,DIAGEO AMERICAS,17089,BULLEIT BOURBON MINI,6,50,14.9,22.35,2,44.7,0.1,0.02
INV-60497300006,2023-07-19,5568,CASEY'S GENERAL STORE #2478 / NEW SHARON,205 S MAIN ST,NEW SHARON,50207.0,POINT(-92.651882997 41.46826102),,MAHASKA,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,2,24.9,0.1,0.02
INV-54044100014,2022-12-15,5982,CASEY'S GENERAL STORE #6 / ALTOONA,407 8TH ST SW,ALTOONA,50009.0,POINT(-93.46872 41.64444),,POLK,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,2,24.9,0.1,0.02
INV-57678500016,2023-04-19,2642,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219.0,POINT(-92.8995610269999 41.397395004),,MARION,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,2,24.9,0.1,0.02
INV-28680600110,2020-07-14,5423,STAMMER LIQUOR CORP,615 2ND AVE,SHELDON,51201,POINT(-95.854899 43.184242),71,O'BRIEN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,7.3,10.95,2,21.9,0.1,0.02
INV-54689500020,2023-01-06,5391,CASEY'S GENERAL STORE # 1896/ CLEAR LAKE,202 HWY 18,CLEARLAKE,50428.0,POINT(-93.38829 43.14306),,CERRO GORDO,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19021,JIM BEAM BLACK MINI,12,50,8.3,12.45,2,24.9,0.1,0.02
INV-58991600009,2023-06-02,6176,MINI-MART / CEDAR FALLS,1420 WEST 1ST STREET,CEDAR FALLS,50613.0,POINT(-92.462798996 42.5374459860001),,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,2,21.0,0.1,0.02
INV-60605600005,2023-07-24,6119,ALLCOOL LIQUORS / WDM,5904 ASHWORTH RD,WEST DES MOINES,50266.0,POINT(-93.789130987 41.583797006),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,2,21.0,0.1,0.02
INV-63764900050,2023-10-30,6236,WESTSIDE SPIRITS / CEDAR RAPIDS,3330 16TH AVE. SW,CEDAR RAPIDS,52404.0,POINT(-91.715523662 41.96408718),,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,2,21.0,0.1,0.02
INV-21873900011,2019-09-12,4458,QUIK TRIP #568 / JOHNSTON,5169 MERLE HAY RD,JOHNSTON,50131,POINT(-93.697533 41.654161),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,2,16.2,0.1,0.02
INV-45126400032,2022-07-21,4393,KUM & GO #206 / CLIVE,1725 NW 86TH ST,CLIVE,50325.0,POINT(-93.736227 41.607327),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,2,21.0,0.1,0.02
INV-23708800016,2019-12-06,2655,HY-VEE FOOD STORE / CLARINDA,1200 S 16TH ST,CLARINDA,51632.0,POINT(-95.037849 40.726808),73,PAGE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,5.4,8.1,2,16.2,0.1,0.02
INV-59034100003,2023-06-03,4626,KWIK SHOP #527 / COUNCIL BLUFFS,"3632, AVENUE G",COUNCIL BLUFFS,51501.0,POINT(-95.906090017 41.268392988),,POTTAWATTAMIE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,2,21.0,0.1,0.02
INV-55667600004,2023-02-08,4397,QUIK TRIP #514 / ANKENY,802 E 1ST ST,ANKENY,50021.0,POINT(-93.5863 41.73188),,POLK,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19061,JIM BEAM MINI,12,50,7.0,10.5,2,21.0,0.1,0.02
